Name,Users Rating,Type,Address,Zip Code,# Inspections,Last Inspection,Score
WENDYS #9080,"Average ""WENDYS #9080"" Rating: n/a",Restaurant,3815 Sw Loop 820,76133,3,01/15/2016,91.0
WESLEY CENTER,"Average ""WESLEY CENTER"" Rating: n/a",Child Care Kitchen,3600 N Crump,76106,2,01/07/2016,96.0
WEST FORK GRILL,"Average ""WEST FORK GRILL"" Rating: n/a",Restaurant,1200 W Summit Ave,76102,4,10/14/2015,80.0
WESTAID,"Average ""WESTAID"" Rating: n/a",Grocery Store -- Retail,7914 Camp Bowie West Blvd,76116,2,06/17/2015,86.0
WESTCHESTER PLAZA,"Average ""WESTCHESTER PLAZA"" Rating: n/a",Snack Bar,554 S Summit Ave,76104,10,01/21/2016,90.0
WESTCREEK FOOD MART,"Average ""WESTCREEK FOOD MART"" Rating: n/a",Grocery Store -- Retail,5829 Westcreek Dr,76133,2,05/14/2015,96.0
WESTERN DONUTS,"Average ""WESTERN DONUTS"" Rating: n/a",Bakery -- Retail,3349 Western Center Blvd,76137,2,10/21/2015,90.0
WESTERN LUCKY LADY,"Average ""WESTERN LUCKY LADY"" Rating: n/a",Grocery Store -- Retail,4504 Boat Club Rd,76135,2,09/29/2015,96.0
WESTSIDE CAFE,"Average ""WESTSIDE CAFE"" Rating: n/a",Restaurant,7950 Camp Bowie West Blvd,76116,6,12/14/2015,86.0
WESTSIDE LITTLE LEAGUE,"Average ""WESTSIDE LITTLE LEAGUE"" Rating: n/a",Snack Bar,417 Rockwood Park Dr,76107,2,04/16/2015,100.0
WETCREEK BAR,"Average ""WETCREEK BAR"" Rating: n/a",Lounge,3918 E Belknap St,76111,1,05/01/2015,88.0
WHATABURGER,"Average ""WHATABURGER"" Rating: n/a",Restaurant,2236 Jacksboro Hwy,76114,2,01/19/2016,87.0
WHATABURGER,"Average ""WHATABURGER"" Rating: n/a",Restaurant,13148 Highway 287 N,76052,2,11/18/2015,100.0
WHATABURGER #119,"Average ""WHATABURGER #119"" Rating: n/a",Restaurant,3313 Cherry Ln,76116,3,11/12/2015,75.0
WHATABURGER #179,"Average ""WHATABURGER #179"" Rating: n/a",Restaurant,955 N Beach St,76111,3,12/23/2015,76.0
WHATABURGER #205,"Average ""WHATABURGER #205"" Rating: 5.0",Restaurant,125 Sycamore School Rd,76134,3,10/08/2015,89.0
WHATABURGER #345,"Average ""WHATABURGER #345"" Rating: n/a",Restaurant,3501 Altamesa Blvd,76133,3,10/29/2015,92.0
WHATABURGER #387,"Average ""WHATABURGER #387"" Rating: 2.7",Restaurant,6469 Brentwood Stair Rd,76112,4,01/12/2016,82.0
WHATABURGER #508,"Average ""WHATABURGER #508"" Rating: n/a",Restaurant,901 E Seminary Dr,76115,4,01/24/2016,89.0
WHATABURGER #510,"Average ""WHATABURGER #510"" Rating: n/a",Restaurant,109 Ne 28th St,76106,3,12/19/2015,76.0
WHATABURGER #526,"Average ""WHATABURGER #526"" Rating: n/a",Restaurant,3160 Se Loop 820,76140,4,10/01/2015,93.0
WHATABURGER #530,"Average ""WHATABURGER #530"" Rating: 4.5",Restaurant,6225 Hulen Bend Blvd,76132,4,12/30/2015,90.0
WHATABURGER #553,"Average ""WHATABURGER #553"" Rating: n/a",Restaurant,2401 W Berry St,76110,3,11/20/2015,87.0
WHATABURGER #609,"Average ""WHATABURGER #609"" Rating: n/a",Restaurant,1425 Eastchase Pkwy,76120,3,08/28/2015,93.0
WHATABURGER #706,"Average ""WHATABURGER #706"" Rating: n/a",Restaurant,5351 N Beach St,76137,4,01/20/2016,93.0
WHATABURGER #71,"Average ""WHATABURGER #71"" Rating: n/a",Restaurant,4051 E Lancaster Ave,76103,4,11/24/2015,94.0
WHATABURGER #76,"Average ""WHATABURGER #76"" Rating: n/a",Restaurant,2600 Hemphill St,76110,3,11/20/2015,88.0
WHATABURGER #832,"Average ""WHATABURGER #832"" Rating: n/a",Restaurant,3000 Western Center Blvd,76131,4,12/31/2015,76.0
WHATABURGER #883,"Average ""WHATABURGER #883"" Rating: n/a",Restaurant,9501 White Settlement Rd,76108,3,10/08/2015,100.0
WHATABURGER RESTAURANT LP,"Average ""WHATABURGER RESTAURANT LP"" Rating: n/a",Restaurant,3701 West Freeway,76106,3,07/16/2015,81.0
WHICH WICH,"Average ""WHICH WICH"" Rating: n/a",Deli -- Retail,2908 Texas Sage Trl,76140,4,12/16/2015,80.0
WHICH WICH,"Average ""WHICH WICH"" Rating: n/a",Snack Bar,6600 North Freeway,76137,3,10/19/2015,90.0
WHISKEY GARDEN THE,"Average ""WHISKEY GARDEN THE"" Rating: n/a",Lounge,2800 Bledsoe St,76107,7,11/19/2015,97.0
WHISKEY GIRL SALOON,"Average ""Whiskey Girl Saloon"" Rating: n/a",Lounge,2413 Ellis Ave,76164,2,06/26/2015,91.0
WHITE EAGLE DELI,"Average ""WHITE EAGLE DELI"" Rating: n/a",Deli -- Retail,1560 N Sylvania Ave,76111,3,10/27/2015,82.0
WHITE ELEPHANT SALOON,"Average ""WHITE ELEPHANT SALOON"" Rating: n/a",Lounge,106 E Exchange Ave,76106,2,05/30/2015,94.0
WICHITA FOOD MART,"Average ""WICHITA FOOD MART"" Rating: n/a",Grocery Store -- Retail,4805 Wichita St,76119,2,09/22/2015,93.0
WICHITA FUEL CITY,"Average ""WICHITA FUEL CITY"" Rating: n/a",Grocery Store -- Retail,6550 Wichita St,76140,6,10/29/2015,100.0
WILD BLUEBERRIES,"Average ""WILD BLUEBERRIES"" Rating: n/a",Snack Bar,9500 Ray White Rd,76244,2,07/14/2015,97.0
WILD BUNCH SANDWICH SHOP,"Average ""WILD BUNCH SANDWICH SHOP"" Rating: n/a",Deli -- Retail,101 S Jennings Ave,76104,3,10/20/2015,79.0
WILD MUSHROOM THE,"Average ""WILD MUSHROOM THE"" Rating: n/a",Lounge,3206 Winthrop Ave,76116,4,11/20/2015,94.0
WILD SUSHI,"Average ""WILD SUSHI"" Rating: n/a",Restaurant,4386 Western Center Blvd,76137,5,10/15/2015,86.0
WILL ROGERS BISTRO@ALCON,"Average ""WILL ROGERS BISTRO@ALCON"" Rating: n/a",Deli -- Retail,6801 Will Rogers Blvd,76140,3,06/30/2015,100.0
WILL ROGERS COLISEUM,"Average ""WILL ROGERS COLISEUM"" Rating: n/a",Restaurant,3401 W Lancaster Ave,76107,51,02/04/2016,91.0
WILLIAMS CHICKEN,"Average ""WILLIAMS CHICKEN"" Rating: n/a",Restaurant,5437 Ramey Ave,76105,3,08/17/2015,86.0
WILLIAMS CHICKEN,"Average ""WILLIAMS CHICKEN"" Rating: n/a",Restaurant,1701 Mcclellan Ct,76112,6,12/03/2015,88.0
WILLIAMS CHICKEN,"Average ""WILLIAMS CHICKEN"" Rating: n/a",Restaurant,4313 E Berry St,76105,6,11/05/2015,88.0
WILLIAMS CHICKEN #10,"Average ""WILLIAMS CHICKEN #10"" Rating: n/a",Restaurant,7330 W Cleburne Rd,76133,3,09/30/2015,88.0
WILLIAMS CHICKEN #11,"Average ""WILLIAMS CHICKEN #11"" Rating: n/a",Restaurant,1000 E Berry St,76110,6,11/04/2015,91.0
WILLIAMS SONOMA #973,"Average ""WILLIAMS SONOMA #973"" Rating: n/a",Snack Bar,1620 S University Dr,76107,2,03/28/2015,97.0
WILLIES MART,"Average ""WILLIES MART"" Rating: n/a",Grocery Store -- Retail,3410 Decatur Ave,76106,2,06/08/2015,90.0
WILLOUGHBY HOUSE,"Average ""WILLOUGHBY HOUSE"" Rating: n/a",Restaurant,8100 W Elizabeth Ln,76116,3,01/15/2016,90.0
WILLOW SPRINGS GOLF COURSE,"Average ""WILLOW SPRINGS GOLF COURSE"" Rating: n/a",Restaurant,1714 Avondale Haslet Rd,76052,3,12/01/2015,87.0
WILLOWS THE,"Average ""WILLOWS THE"" Rating: n/a",Restaurant,4551 Boat Club Rd,76135,8,12/02/2015,94.0
WILSONS BARBECUE,"Average ""WILSONS BARBECUE"" Rating: n/a",Restaurant,6513 Brentwood Stair Rd,76112,7,11/24/2015,92.0
WINCO FOODS,"Average ""WINCO FOODS"" Rating: n/a",Deli -- Retail,8000 Crowley Rd,76134,14,01/29/2016,88.0
WINEHAUS,"Average ""WINEHAUS"" Rating: n/a",Lounge,1628 Park Place Ave,76110,2,12/22/2015,97.0
WING STOP,"Average ""WING STOP"" Rating: n/a",Restaurant,2718 E Berry St,76105,2,10/27/2015,72.0
WINGSTOP,"Average ""WINGSTOP"" Rating: n/a",Restaurant,4608 Bryant Irvin Rd,76132,3,12/22/2015,82.0
WINGSTOP,"Average ""WINGSTOP"" Rating: n/a",Restaurant,7420 Mccart Ave,76133,3,08/24/2015,85.0
WINGSTOP,"Average ""WINGSTOP"" Rating: n/a",Restaurant,2723 8th Ave,76110,4,12/30/2015,88.0
WINGSTOP,"Average ""WINGSTOP"" Rating: n/a",Restaurant,301 Clifford Center Dr,76108,4,12/14/2015,94.0
WINGSTOP #298,"Average ""WINGSTOP #298"" Rating: n/a",Restaurant,6208 Camp Bowie Blvd,76116,3,11/11/2015,83.0
WINGSTOP #981,"Average ""WINGSTOP #981"" Rating: n/a",Restaurant,1801 Eastchase Pkwy,76120,4,01/19/2016,81.0
WINGSTOP 982,"Average ""WINGSTOP 982"" Rating: n/a",Restaurant,237 Ne 28th St,76106,3,08/01/2015,90.0
WINGSTOP 985,"Average ""WINGSTOP 985"" Rating: n/a",Restaurant,3300 Western Center Blvd,76137,3,10/21/2015,91.0
WINSLOW WINE CAFE,"Average ""WINSLOW WINE CAFE"" Rating: n/a",Lounge,4101 Camp Bowie Blvd,76107,4,09/29/2015,86.0
WIRED WILLYS,"Average ""WIRED WILLYS"" Rating: n/a",Lounge,700 Carroll St,76107,2,07/20/2015,91.0
WONDER DONUT,"Average ""WONDER DONUT"" Rating: n/a",Bakery -- Retail,5208 Wonder Dr,76133,4,01/25/2016,77.0
WOODHAVEN COUNTRY CLUB,"Average ""WOODHAVEN COUNTRY CLUB"" Rating: n/a",Restaurant,913 Country Club Ln,76112,8,02/02/2016,86.0
WOODHAVEN FOOD MART,"Average ""WOODHAVEN FOOD MART"" Rating: n/a",Deli -- Retail,1251 Woodhaven Blvd,76112,4,01/12/2016,92.0
WOODSHED SMOKEHOUSE,"Average ""WOODSHED SMOKEHOUSE"" Rating: n/a",Lounge,3201 Riverfront Dr,76107,10,12/08/2015,83.0
WOODY CREEK BARBQ,"Average ""WOODY CREEK BARBQ"" Rating: n/a",Lounge,1776 Mall Cir,76116,10,02/04/2016,90.0
WOODYS TAVERN,"Average ""WOODYS TAVERN"" Rating: n/a",Snack Bar,4744 Bryant Irvin Rd,76132,4,01/14/2016,97.0
WOOLLEYS FROZEN CUSTARD,"Average ""WOOLLEYS FROZEN CUSTARD"" Rating: n/a",Snack Bar,3529 Heritage Trace Pkwy,76244,2,09/23/2015,94.0
WOOLLEYS FROZEN CUSTARD,"Average ""WOOLLEYS FROZEN CUSTARD"" Rating: n/a",Snack Bar,7630 N Beach St,76137,2,06/10/2015,94.0
WORLD BLEND,"Average ""WORLD BLEND"" Rating: n/a",Snack Bar,5410 Basswood Blvd,76137,2,03/25/2015,87.0
WORLD OF BEER,"Average ""WORLD OF BEER"" Rating: n/a",Lounge,3100 W 7th St,76107,3,09/15/2015,94.0
XPLOR,"Average ""XPLOR"" Rating: n/a",Child Care Kitchen,4601 Huffines Blvd,76135,3,11/17/2015,100.0
XPLOR,"Average ""XPLOR"" Rating: n/a",Child Care Kitchen,13900 Sendera Ranch Blvd,76052,3,11/17/2015,97.0
XPLOR,"Average ""XPLOR"" Rating: n/a",Child Care Kitchen,8350 Parkwood Hill Blvd,76137,2,11/10/2015,93.0
XTREME SUPPLEMENT,"Average ""XTREME SUPPLEMENT"" Rating: n/a",Snack Bar,5811 Camp Bowie Blvd,76107,2,01/29/2016,89.0
Y & H STOP N SAVE,"Average ""Y & H STOP N SAVE"" Rating: n/a",Restaurant,2912 Vaughn Blvd,76105,10,01/14/2016,97.0
Y & Z FOOD STORE,"Average ""Y & Z FOOD STORE"" Rating: 5.0",Grocery Store -- Retail,3801 E Rosedale St,76105,2,09/23/2015,89.0
Y DONUTS,"Average ""Y DONUTS"" Rating: n/a",Bakery -- Retail,7355 Wichita St,76140,3,10/29/2015,89.0
YE OLDE BULL AND BUSH,"Average ""YE OLDE BULL AND BUSH"" Rating: 4.7",Lounge,2300 Montgomery St,76107,2,09/24/2015,85.0
YMCA SOUTHEAST-D/C CNTR,"Average ""YMCA SOUTHEAST-D/C CNTR"" Rating: n/a",Child Care Kitchen,2801 Miller Ave,76105,3,08/17/2015,94.0
YMCA SPORTS COMPLEX,"Average ""YMCA SPORTS COMPLEX"" Rating: n/a",Snack Bar,4320 Altamesa Blvd,76133,2,08/03/2015,91.0
YMCA-CAMP CARTER,"Average ""YMCA-CAMP CARTER"" Rating: n/a",Restaurant,6200 Sand Springs Rd,76114,4,09/29/2015,97.0
YMCA-ELLA MCFADDEN DAY CARE,"Average ""YMCA-ELLA MCFADDEN DAY CARE"" Rating: n/a",Child Care Kitchen,512 Lamar St,76102,3,12/15/2015,90.0
YO SANITY FROZEN YOGURT,"Average ""YO SANITY FROZEN YOGURT"" Rating: n/a",Snack Bar,9409 Sage Meadow Trl,76177,2,12/16/2015,97.0
YOGIS BAGEL CAFE,"Average ""YOGIS BAGEL CAFE"" Rating: n/a",Restaurant,2710 S Hulen St,76109,7,12/08/2015,77.0
YOGURTLAND,"Average ""YOGURTLAND"" Rating: n/a",Snack Bar,2600 W 7th St,76107,2,01/26/2016,97.0
YOKO DONUT & LUNCH BOX,"Average ""YOKO DONUT & LUNCH BOX"" Rating: n/a",Restaurant,5936 Geddes Ave,76107,6,01/08/2016,85.0
YUCATAN TACO STAND,"Average ""YUCATAN TACO STAND"" Rating: n/a",Lounge,909 W Magnolia Ave,76104,16,12/15/2015,85.0
YUMMY BUFFET,"Average ""YUMMY BUFFET"" Rating: n/a",Restaurant,215 Ne 28th St,76164,11,01/06/2016,85.0
YUMMY TUMMY FROZEN YOGURT LOUNGE,"Average ""YUMMY TUMMY FROZEN YOGURT LOUNGE"" Rating: n/a",Snack Bar,12584 N Beach St,76244,2,07/09/2015,91.0
YUPPS,"Average ""YUPPS"" Rating: n/a",Lounge,4111 Wedgway Dr,76133,4,08/29/2015,100.0
YWCA FW & TARRANT CO POWER LUNCH,"Average ""YWCA FW & TARRANT CO POWER LUNCH"" Rating: n/a",Snack Bar,512 W 4th St,76102,2,07/27/2015,96.0
YWCA POLYTECHNIC CHILD CARE,"Average ""YWCA POLYTECHNIC CHILD CARE"" Rating: n/a",Child Care Kitchen,3401 Ave I,76105,4,11/25/2015,97.0
YWCA ROSIE K MAUK CDC,"Average ""YWCA ROSIE K MAUK CDC"" Rating: n/a",Child Care Kitchen,512 W 4th St,76102,3,08/05/2015,100.0
Z MINI MART,"Average ""Z MINI MART"" Rating: n/a",Grocery Store -- Retail,4001 Sycamore School Rd,76133,2,01/25/2016,93.0
ZAZAZA SPORTS BAR,"Average ""ZAZAZA SPORTS BAR"" Rating: n/a",Lounge,3401 May St,76110,2,09/30/2015,94.0
ZEKES FISH & CHIPS,"Average ""ZEKES FISH & CHIPS"" Rating: n/a",Restaurant,5920 Curzon Ave,76107,6,12/16/2015,88.0
ZODIAC/NEIMAN MARCUS,"Average ""ZODIAC/NEIMAN MARCUS"" Rating: n/a",Restaurant,2100 Green Oaks Rd,76116,6,12/14/2015,87.0
ZOES KITCHEN,"Average ""ZOES KITCHEN"" Rating: n/a",Restaurant,1601 S University Dr,76107,4,12/23/2015,91.0
ZOES KITCHEN,"Average ""ZOES KITCHEN"" Rating: n/a",Restaurant,9574 Sage Meadow Trl,76177,6,11/03/2015,94.0
ZOOM FOOD MART,"Average ""ZOOM FOOD MART"" Rating: n/a",Grocery Store -- Retail,5651 Meadowbrook Dr,76112,2,09/22/2015,93.0
ZS CAFE,"Average ""ZS CAFE"" Rating: n/a",Restaurant,1116 Pennsylvania Ave,76104,4,01/21/2016,86.0
TACO BELL,"Average ""TACO BELL"" Rating: n/a",Fast Food Restaurant,5901 Camp Bowie Blvd,76107-5009,2,01/20/2010,89.0
TACO BELL,"Average ""TACO BELL"" Rating: n/a",Fast Food Restaurant,3150 Sycamore School Rd,76133-7774,4,10/12/2010,94.0
TACO BELL,"Average ""TACO BELL"" Rating: n/a",Fast Food Restaurant,6040 S Hulen St,76132-2604,2,08/26/2010,97.0
TACO BELL #18558,"Average ""TACO BELL #18558"" Rating: n/a",Fast Food Restaurant,1701 California Pkwy S,76134-1110,2,08/30/2010,91.0
Taco Bell,"Average ""Taco Bell"" Rating: n/a",Fast Food Restaurant,900 W Weatherford St,76102-1840,1,01/25/2010,97.0
TACO BELL #19011,"Average ""TACO BELL #19011"" Rating: n/a",Fast Food Restaurant,9180 Camp Bowie Blvd W,76116-6023,3,11/10/2010,97.0
TACO BELL #19334,"Average ""TACO BELL #19334"" Rating: n/a",Fast Food Restaurant,5320 Blue Mound Rd,76106-1940,5,11/18/2010,90.0
TACO BELL #2276,"Average ""TACO BELL #2276"" Rating: n/a",Fast Food Restaurant,2824 N Main St,76106-7106,4,10/22/2010,97.0
Taco Bell,"Average ""Taco Bell"" Rating: n/a",Fast Food Restaurant,1060 N Beach St,76111-6044,2,06/15/2010,97.0
Taco Bell,"Average ""TACO BELL"" Rating: n/a",Fast Food Restaurant,6162 Meadowbrook Dr,76112-4017,1,10/15/2009,100.0
Taco Bell,"Average ""TACO BELL"" Rating: n/a",Fast Food Restaurant,1221 Oakland Blvd,76103-1126,3,11/15/2010,91.0
Chicken Express,"Average ""Chicken Express"" Rating: n/a",Fast Food Restaurant,2301 W Berry St,76110-2817,1,03/09/2010,88.0
TACO BRAVO,"Average ""TACO BRAVO"" Rating: n/a",Mobile Vendor,1033 N Henderson St,76107-1470,2,03/08/2010,100.0
TACO BUENO,"Average ""TACO BUENO"" Rating: n/a",Fast Food Restaurant,5600 Camp Bowie Blvd,76107-5119,2,03/12/2010,83.0
TACO BUENO #3023,"Average ""TACO BUENO #3023"" Rating: n/a",Fast Food Restaurant,8601 Camp Bowie Blvd W,76116-6101,6,10/05/2010,97.0
TACO BUENO #3030,"Average ""TACO BUENO #3030"" Rating: n/a",Fast Food Restaurant,1608 #3030 Handley Dr,76112-3331,5,10/04/2010,86.0
Taco Bueno,"Average ""Taco Bueno"" Rating: n/a",Fast Food Restaurant,6429 Mccart Ave,76133-4702,6,09/08/2010,84.0
TACO BUENO #3069,"Average ""TACO BUENO #3069"" Rating: n/a",Fast Food Restaurant,7057 Ridgmar Meadow Rd,76116-1516,2,08/12/2010,76.0
TACO BUENO #3108,"Average ""TACO BUENO #3108"" Rating: n/a",Fast Food Restaurant,6050 #3108 S Hulen St,76132-2633,1,11/03/2009,73.0
TACO BUENO #3189,"Average ""TACO BUENO #3189"" Rating: n/a",Fast Food Restaurant,9523 White Settlement Rd,76108-4405,3,11/15/2010,86.0
TACO CABANA,"Average ""TACO CABANA"" Rating: n/a",Fast Food Restaurant,6551 N Beach St,76137-1802,6,10/13/2010,87.0
TACO CABANA,"Average ""TACO CABANA"" Rating: n/a",Fast Food Restaurant,4313 S Ih-35,76115-2752,6,09/21/2010,77.0
TACO CABANA,"Average ""TACO CABANA"" Rating: n/a",Fast Food Restaurant,6600 Camp Bowie Blvd,76116-4230,5,11/15/2010,80.0
Taco Cabana,"Average ""Taco Cabana"" Rating: n/a",Fast Food Restaurant,801 N Beach St,76111-5946,9,10/07/2010,91.0
Taco Cabana,"Average ""Taco Cabana"" Rating: 1.3",Restaurant,5745 S Hulen St,76132-2402,3,10/15/2010,79.0
Tacos Cantu,"Average ""Tacos Cantu"" Rating: n/a",Restaurant,1401 Cooks Ln,76120-4203,3,10/06/2009,73.0
TACO CASA,"Average ""TACO CASA"" Rating: n/a",Fast Food Restaurant,8725 Camp Bowie Blvd W,76116-6103,2,11/10/2010,89.0
TACO CASA,"Average ""TACO CASA"" Rating: n/a",Fast Food Restaurant,9550 Clifford St,76108-4403,2,07/13/2010,93.0
TACO EL CUBANO,"Average ""TACO EL CUBANO"" Rating: n/a",Mobile Vendor,3233 Bideker Ave,76105-4045,4,10/29/2010,100.0
Poag Mahone's Irish Pub,"Average ""Poag Mahones Irish Pub"" Rating: n/a",Mobile Vendor,700 Carroll St,76107-2226,3,10/29/2010,94.0
TACO LA ILUCCION,"Average ""TACO LA ILUCCION"" Rating: n/a",Mobile Vendor,3855 Oscar Ave,76106-4042,1,08/31/2010,100.0
TACO MUNDO,"Average ""TACO MUNDO"" Rating: n/a",Restaurant & Bar,4120 #101 Hwy 360,76155-2562,7,10/18/2010,71.0
TACO NINO,"Average ""TACO NINO"" Rating: n/a",Mobile Vendor,2414 Ne 28th St,76106-7505,7,10/22/2010,85.0
TACO PARAISO SANTA FE,"Average ""TACO PARAISO SANTA FE"" Rating: n/a",Mobile Vendor,2164 Jacksboro Hwy,76114-5308,2,12/01/2009,100.0
TACOS AL PASTOR GUAJARDOS,"Average ""TACOS AL PASTOR GUAJARDOS"" Rating: n/a",Restaurant,1703 Nw 28th St,76106-6846,6,11/03/2010,100.0
TACOS AVVI,"Average ""TACOS AVVI"" Rating: n/a",Mobile Vendor,5606 Calloway St,76114-1106,1,04/29/2009,100.0
TACOS CHIHUAS,"Average ""TACOS CHIHUAS"" Rating: n/a",Mobile Vendor,2406 W Seminary Dr,76115-1917,12,10/01/2010,100.0
TACOS DF,"Average ""TACOS DF"" Rating: n/a",Mobile Vendor,4452 Hemphill St,76115-2453,10,09/17/2010,83.0
TACOS DON MIGUEL,"Average ""TACOS DON MIGUEL"" Rating: n/a",Fast Food Restaurant,3817 E Rosedale St,76105-1732,2,06/23/2010,90.0
TACOS EL LLANITO,"Average ""TACOS EL LLANITO"" Rating: n/a",Mobile Vendor,605 E Berry,76110-4300,2,06/18/2010,92.0
TACOS EL PARIENTE,"Average ""TACOS EL PARIENTE"" Rating: n/a",Mobile Vendor,3725 Hemphill St,76110-5216,11,10/01/2010,95.0
TACOS EL TORRO LOCO,"Average ""TACOS EL TORRO LOCO"" Rating: n/a",Mobile Vendor,4200 S Ih-35,76115-1400,2,05/07/2010,100.0
TACOS ERNESTO,"Average ""TACOS ERNESTO"" Rating: n/a",Restaurant,3778 Mccart Ave,76110-4620,5,08/31/2010,94.0
TACOS ESTILO DF,"Average ""TACOS ESTILO DF"" Rating: 5.0",Mobile Vendor,3501 Ne 28th St,76111-5133,9,10/22/2010,93.0
TACOS LA FORTUNA,"Average ""TACOS LA FORTUNA"" Rating: n/a",Mobile Vendor,3536 Hemphill St,76110-5211,7,09/17/2010,95.0
TACOS LA ILUSIONS,"Average ""TACOS LA ILUSIONS"" Rating: n/a",Mobile Vendor,3709 Mansfield Hwy,76119-6805,4,09/28/2010,100.0
TACOS LA PIEDAD,"Average ""TACOS LA PIEDAD"" Rating: n/a",Mobile Vendor,3220 N Main St,76106-5948,13,10/29/2010,100.0
TACOS LOS PASTORES,"Average ""TACOS LOS PASTORES"" Rating: n/a",Restaurant,3806 E Rosedale St,76105-1731,8,10/15/2010,78.0
TACOS LUPITA,"Average ""TACOS LUPITA"" Rating: n/a",Mobile Vendor,4332 E Lancaster Ave,76103-3225,3,07/16/2010,91.0
TACOS MENDYS,"Average ""TACOS MENDYS"" Rating: n/a",Mobile Vendor,1704 Nw 28th St,76106-6845,3,10/06/2010,100.0
TACOS TEPITO,"Average ""TACOS TEPITO"" Rating: n/a",Mobile Vendor,1510 Nw 28th St,76164-6872,9,08/27/2010,89.0
Texas American Food Svc,"Average ""Texas American Food Svc"" Rating: n/a",Mobile Vendor,1301 Northpark Dr,76102-1003,2,12/07/2010,100.0
TAJ MAHAL APARTMENTS,"Average ""TAJ MAHAL APARTMENTS"" Rating: n/a",Apartment House,2600 #a Merrick St,76107-5201,4,09/01/2010,100.0
TAKE A BREAK,"Average ""TAKE A BREAK"" Rating: n/a",Convenience Store,2004 Green Oaks Rd,76116-1707,2,09/14/2009,84.0
TAMALES TO GO,"Average ""TAMALES TO GO"" Rating: n/a",Fast Food Restaurant,2405 E Belknap St,76111-1103,2,06/15/2010,93.0
TANDY VILLAGE,"Average ""TANDY VILLAGE"" Rating: n/a",Assisted Living Center,2601 Tandy Ln,76103-2599,6,09/09/2010,84.0
TANGLEWOOD ELEM CLAYTON CARE,"Average ""TANGLEWOOD ELEM CLAYTON CARE"" Rating: n/a",Child Care Center,3060 Overton Park Dr W,76109-1501,2,11/05/2009,100.0
TANGLEWOOD OAKS,"Average ""TANGLEWOOD OAKS"" Rating: n/a",Assisted Living Center,2698 S Hulen St,76107-5430,5,08/17/2010,80.0
TANGLEWOOD PARK TOWNHOMES,"Average ""TANGLEWOOD PARK TOWNHOMES"" Rating: n/a",Home Owners Association,3030 Tanglewood Park W,76109-1520,4,07/15/2010,100.0
TANGS PACIFIC BISTRO,"Average ""TANGS PACIFIC BISTRO"" Rating: n/a",Restaurant & Bar,8653 #237 N Beach St,76248-0921,8,12/01/2010,83.0
TAPATIAS MEXICAN FOOD,"Average ""TAPATIAS MEXICAN FOOD"" Rating: n/a",Fast Food Restaurant,4707 E Lancaster Ave,76103-3813,4,12/10/2010,72.0
TAPATIO BALLROOM,"Average ""TAPATIO BALLROOM"" Rating: n/a",Bar,3709 N Main St,76106-2715,2,04/08/2010,97.0
TAQUERIA ACA TOY,"Average ""TAQUERIA ACA TOY"" Rating: n/a",Mobile Vendor,2551 Ephriham Ave,76164-6755,1,12/08/2010,100.0
TAQUERIA ACAPULCO,"Average ""TAQUERIA ACAPULCO"" Rating: n/a",Restaurant,1515 N Main St,76106-8904,6,11/09/2010,87.0
TAQUERIA DAISYS,"Average ""TAQUERIA DAISYS"" Rating: n/a",Mobile Vendor,1200 S Ayers Ave,76105-1630,1,10/22/2010,100.0
TAQUERIA DELGADILLO,"Average ""TAQUERIA DELGADILLO"" Rating: n/a",Mobile Vendor,3723 Hemphill St,76110-3804,5,10/01/2010,100.0
TAQUERIA DIANA,"Average ""TAQUERIA DIANA"" Rating: n/a",Mobile Vendor,2516 E Belknap St,76111-1104,8,10/22/2010,92.0
TAQUERIA DON MENO,"Average ""TAQUERIA DON MENO"" Rating: n/a",Restaurant,3701 Mansfield Hwy,76119-6805,5,10/04/2010,97.0
TAQUERIA EL ATACON,"Average ""TAQUERIA EL ATACON"" Rating: 5.0",Mobile Vendor,3858 S Ih-35,76110-5537,1,08/11/2010,100.0
TAQUERIA EL BARRIO,"Average ""TAQUERIA EL BARRIO"" Rating: n/a",Mobile Vendor,1300 Lee Ave,76164-9150,8,10/22/2010,96.0
Martinez Taqueria,"Average ""Martinez Taqueria"" Rating: n/a",Restaurant,4620 E Lancaster Ave,76103-3213,4,06/18/2010,91.0
TAQUERIA EVAS,"Average ""TAQUERIA EVAS"" Rating: n/a",Restaurant,3401 N Main St,76106-4346,7,10/11/2010,82.0
TAQUERIA GALA,"Average ""TAQUERIA GALA"" Rating: n/a",Mobile Vendor,3300 Alta Mere Dr,76116-5209,4,07/16/2010,100.0
TAQUERIA GARCIA,"Average ""TAQUERIA GARCIA"" Rating: n/a",Mobile Vendor,1602 Nw 25th St,76164-6805,11,10/22/2010,95.0
TAQUERIA HERNANDEZ,"Average ""TAQUERIA HERNANDEZ"" Rating: n/a",Mobile Vendor,3419 N Main St,76106-4346,0,11/12/2015,91.03808139534884
Taqueria J B Jr,"Average ""Taqueria J B Jr"" Rating: n/a",Restaurant,1426 Nw 25th St,76106-6801,7,11/01/2010,85.0
TAQUERIA LA HACIENDA,"Average ""TAQUERIA LA HACIENDA"" Rating: n/a",Mobile Vendor,900 N University,76114-2334,1,12/15/2010,100.0
